Sentences,Naive Bayes,KNN,Decision Tree,Logistic Regression,Perceptron Model,Random Forest,SVM,sum count,Company,True Label,Classified by Hand,Pattern Recognition,Issues / Comments
BASING CALCULATIONS ON THE LARGEST VOLUME IN EACH VALUE CHAIN 2021 - Scope 3 emissions: 400 Mt CO2e1 Midstream Production Sales Oil 1.3 Mb/d (185 Mt CO2e) Refining 1.2 Mb/d (145 Mt CO2e) Oil products 2.0 Mb/d 285 MtCO2e Natural gas1 1.1 Mboe/d (115 Mt CO2e) Liquefaction 0.5 Mboe/d (45 Mt CO2e) Third party long term LNG purchases 0.4 Mboe/d (40 Mt CO2e) LNG+ Marketing BtB/BtC 1.1 Mboe/d 115 MtCO2e,1,1,0,1,0,1,1,5,Total,irr,rel,,
"Rail cleaning technology, which will be installed in over a fourth of our road fleet by the end of 2021, can improve the tractive power of a locomotive by up to 20%.",1,1,1,1,1,1,1,7,UnionPacific,irr,rel,,
EMS has been implemented in approximately two thirds of our active road fleet with a target of full implementation by 2025.,1,1,0,1,1,1,1,6,UnionPacific,irr,rel,,
"As we now turn our focus toward growth, we anticipate we’ll have to rely on more than operational efficiencies to achieve our goals.",1,0,1,1,1,1,1,6,UnionPacific,rel,irr,,
"ENERGY CONSUMPTION* 2018 2019 2020 Diesel 1,075.1 gallons 969.2 gallons 854.4 gallons Gasoline 10.7 gallons 10.0 gallons 9.1 gallons Other fuel 15.2 gallons 16.1 gallons 21.3 gallons Electricity 706.7 kilowatt hours 661.5 kilowatt hours 659.2 kilowatt hours Natural gas 1,059 standard cubic feet 961 standard cubic feet 945 standard cubic feet * Estimated in millions",1,0,1,1,1,0,1,5,UnionPacific,irr,rel,,
By 2035 30% sustainable aviation fuel.,0,1,1,1,1,1,1,6,UPS,rel,rel,,
"This will be achieved by the milestones described above, along with fleet electrification.",0,1,1,1,1,1,1,6,UPS,rel,rel,,
Encouraging the use of videoconferencing technology to reduce the need for business travel.,1,0,1,1,1,0,1,5,VIsa,rel,rel,,
"In 2020, we achieved a landfill diversion rate of 54 percent.",1,0,1,1,1,1,0,5,VIsa,irr,rel,,
"In locations where Accenture owns electricity procurement decisions, we can move fast to make changes.",1,0,0,1,1,0,1,4,Accenture,rel,rel,,highlighted in blue; only relevant with sentences that come before and after
"We’ll focus first on actual reductions in our emissions by powering our offices with 100% renewable energy, engaging key suppliers to reduce their emissions and equipping our people to make climate-smart travel decisions.",1,0,0,0,1,0,0,2,Accenture,rel,rel,reductions in emissions; 100% renewable emergy; climate-smart,highlighted: action not complete yet
Climate change and GHG emissions,1,1,0,1,1,0,1,5,Adobe,rel,rel,GHG emissions,highlighted in purple: KPI table title name
"That will leave five remaining coal plants on our system totaling 6,500 MW.",0,0,1,1,0,1,1,4,AEP,rel,rel,five remaining coal plants,only relevant with previous sentence (about retiring coal plants)
This is part of its long-range plan to meet the renewable energy targets established by Virginia’s Clean Economy Act.,0,1,0,1,1,0,1,4,AEP,rel,rel,renewable energy targets,highlighted: action not complete yet; only relevant with previous sentence (about retiring coal plants)
This effort will provide more than 180 million meals over the next 10 years to families in need across the U.S. and Canada.,1,1,1,0,1,0,0,4,Amazon,irr,irr,,
"Nature-based solutions are conservation, restoration, and improved land management activities that increase carbon storage in areas such as forests, wetlands, peatlands, and grasslands.",0,0,0,1,1,1,1,4,Amazon,rel,rel,increase carbon storage,highlighted in blue
"Amazon uses nature-based solutions to mitigate carbon emissions outside of our value chain, supplementing the carbon-reduction efforts we are driving across our business operations.",1,0,0,1,1,0,1,4,Amazon,rel,rel,mitigate carbon emissions,highlighted in blue
Amazon made additional donations in support of affordable housing in 2020.,1,0,0,0,1,1,0,3,Amazon,irr,irr,,
This system allows for the solar panels to be optimally positioned to capture sun exposure as weather conditions change.,0,1,0,1,0,0,0,2,Amazon,rel,rel,solar panels to be optimally positioned; capture sun exposure,
"Across our markets, we now have 60 sites that are 100% own.",0,0,1,1,1,1,0,4,AmericanTowerCorp,rel,rel,powered by solar energy,"sentence cut-off: Across our markets, we now have 60 sites that are 100% powered by solar energy, eliminating the need for grid-based electricity or disel fuel."
"In 2021, our reportable injury rate was 0.07, a 50% decrease from the 2020 rate of 0.14.",1,0,1,0,0,1,0,3,AmericanTowerCorp,irr,irr,,
"We hit this milestone in January 2013, when we began serving the data center with energy sourced primarily from California wind power.",1,0,0,1,0,1,1,4,Apple,irr,rel,energy sourced; wind power,not highlighted but relevant?
"Philippines: Apple will help fund an educational institution that provides scholarships to high-achieving, under-resourced students by offsetting electricity expenses through a new rooftop solar installation in Central Luzon.",1,1,1,0,0,1,0,4,Apple,irr,irr,,
We’ve issued $4.7 billion in green bonds to model how businesses can drive investments to reduce global emissions.,0,0,0,1,1,0,1,3,Apple,rel,rel,green bonds,highlighted in blue
"Berlin, March 24, 2022 - Marina Proske - - Karsten Schischke - Fraunhofer IZM Fraunhofer IZM Dept.",1,0,0,0,1,0,0,2,Apple,irr,irr,,signature line extracted as relevant?
Those technologies include an acoustic lining inside the engine nacelle that reduces noise.,1,1,0,0,1,0,0,3,Boeing,irr,irr,,
"Despite cold northwestern U.S. weather in December, energy continued to be under plan overall for the enterprise, ending the 2021 reporting year at 9.8% under plan.",0,0,1,0,0,0,1,2,Boeing,rel,rel,energy continued to be under plan,
"Our primary strategy for offsetting is avoidance and nature-based solutions, and in the near future we will transition to carbon removal projects.",1,0,0,1,1,0,1,4,BookingHoldings,rel,rel,transition to carbon removal,highlighted in blue
"The project area connects a network of protected lands into one contiguous conservation area of over 100,000 hectares, preserving habitat for at-risk native wildlife and acting as a ""living laboratory"" for scientists conducting research.",0,0,1,1,0,1,1,4,BookingHoldings,rel,rel,,highlighted in blue
"This grid-connected, run-of-river hydroelectricity plant is built on the upper banks of the Musi River near the port city of Bengkulu.",0,0,0,1,0,1,1,3,BookingHoldings,rel,rel,,highlighted in blue
"It delivers enough energy to meet the demands of over 700,000 Indonesians on average each year.",0,1,0,0,1,0,1,3,BookingHoldings,rel,rel,,highlighted in blue
"• Temporary production-related changes accounted for an increase of 1.1MtCO2e associated with higher activity levels, particularly in refining, and temporary flaring increases in 2021.",0,0,1,1,1,1,1,5,BP,rel,rel,,
"• Our Azerbaijan, Georgia, Turkey (AGT) region delivered reductions of 118ktCO2e including 36ktCO2e from waste heat recovery modifications.",0,0,1,1,0,1,1,4,BP,rel,rel,reduction of ktCO2,
"In addition, our CEO publicly welcomed the ‘Fit for 55’ legislative package – to help the EU to cut its emissions by at least 55% by 2030, compared with 1990 levels.",1,1,1,0,0,1,0,4,BP,irr,rel,cut its emissions,not highlighted: action not complete yet
We also identified several new projects and continued to explore new opportunities across multiple geographies.,0,1,1,1,0,0,1,4,BP,rel,rel,,highlighted in blue
"Improving people’s lives In this section Five aims to improve people’s lives Aim 11: More clean energy 35 Aim 12: Just transition 35 Aim 13: Sustainable livelihoods 37 Aim 14: Greater equity 38 Aim 15: Enhance wellbeing 40 More clean energy Together with EnBW, we are set to develop a major offshore wind project around 60km offshore from Aberdeen, Scotland.",1,1,0,0,1,1,0,4,BP,irr,rel,,highlighted in blue
"2021 sustainability highlights Reduction in absolute emissions against our 2019 baseline Score received in CDP Climate 2021 Up from around $750m in 2020 Developed renewables to FID Reduction in absolute emissions against our 2019 baseline 35% A- ~$2.2bn 4.4 GW 16% Working in partnership with Houston, Aberdeen and the Valencia region in Spain Net zero operations Transparency Low carbon investments City or region partnerships More clean energy Net zero production 3 methodology developed Net positive impact Enhancing biodiversity bp sustainability report 2021 9 • Sustainability at bp 2021 at a glance Foundations Performance and progress Embedding sustainability Engaging stakeholders Our reporting 2021 at a glance Sustainability at bp Foundations Performance and progress Embedding sustainability Engaging stakeholders Our reporting",0,0,0,1,1,1,1,4,BP,irr,rel,,table extracted
"On 27 February 2022, following the military action in Ukraine, the bp board announced that bp intends to exit its 19.75% shareholding in Rosneft Oil Company (Rosneft).",0,1,1,0,1,0,0,3,BP,irr,irr,,footnote portion of the report
"Getting to net zero Carbon Mitigation Initiative – Based at Princeton University, the Carbon Mitigation Initiative (CMI) is an independent academic research programme sponsored by bp and administered by the High Meadows Environmental Institute.",0,1,1,0,1,0,0,3,BP,irr,irr,,
"In January 2022, together with EnBW, we were awarded a lease option to develop a major offshore wind project around 60km offshore from Aberdeen, Scotland.",0,0,0,1,1,0,1,3,BP,rel,rel,,highlighted in blue
"They will also help bp to create a resilient, lower cost and lower carbon oil, gas and refining portfolio that is smaller but high quality.",0,1,0,1,0,0,1,3,BP,rel,rel,,highlighted in blue
• Oman delivered further reductions of 65ktCO2e through green completions and 28ktCO2e through well-testing without flaring.,0,0,1,1,0,1,0,3,BP,rel,rel,delivered further reductions ktCO2,
• Other permanent reductions in 2021 included the repurposing of Kwinana refinery (0.7 MtCO2e.,0,0,0,1,1,0,1,3,BP,rel,rel,reductions; repurposing refinery,
The total decrease of almost 19MtCO2e includes 14.7MtCO2e in divestments and 2.6MtCO2e in sustainable emission reductions (SERs)b.,0,0,1,1,0,0,1,3,BP,rel,rel,total decrease of MtCO2,
"We are also developing decarbonization strategies for the future, including the potential use of sinks such as carbon capture use and storage, which in future, we intend to allow for in our methodology to support this aim.",1,0,1,0,0,1,0,3,BP,irr,rel,decarbonization strategies,not highlighted: action not complete yet
This aim now includes physically traded energy products and marketed sales.,0,0,1,0,0,0,1,2,BP,rel,rel,,highlighted in green
"This “Green by Design” approach offers a strategic pathway to building a sustainable future, as shown in the broad overall reductions in waste (as measured by Process Mass Intensity, or PMI) achieved across the small molecule portfolio between 2016-2020.",1,1,1,0,1,0,0,4,BristolMyersSquibb,irr,rel,reductions in waste,not highlighted
"As part of our Sustainability 2020 Goals, we transitioned Orencia’s packaging to a high product density lightweight packaging, leading to: 320,000 tons in annual CO2e emissions reduction.",0,1,1,1,0,0,1,4,BristolMyersSquibb,rel,rel,CO2e emissions reduction,
org to develop a program to offset carbon emissions for corporate travel by supporting efforts to stop deforestation and drive sustainable economic growth in the Amazonian Basin.,1,0,0,1,0,0,1,3,BristolMyersSquibb,rel,rel,offset carbon emissions,
"We have also optimized HVAC systems through incoming air damper adjustments, increased use of carbon filters for odor reduction and introduced high efficiency pre-filters to minimize outside particulates from entering into the office space and manufacturing areas.",1,1,1,0,0,0,0,3,Broadcom,irr,irr,,not highlighted
"In addition, Progress Rail announced a memorandum of understanding with BNSF Railway and Chevron to advance the demonstration of a locomotive powered by hydrogen fuel cells.",1,1,1,0,0,1,0,4,Caterpillar,irr,rel,hydrogen fuel cells,not higlighted but can be considered relevant?
"CAT MINESTAR™ SOLUTIONS In 2021, we unveiled the first electric drive model to join our expanding Command for autonomous haulage fleet, the 794 AC.",1,1,1,0,1,0,0,4,Caterpillar,irr,irr,,not higlighted but can be considered relevant?
"Further, Deep system integration of the Cat CVT, engine, hydraulic and cooling systems significantly improve fuel efficiency up to 35%.",0,1,0,1,1,0,1,4,Caterpillar,rel,rel,improve fuel efficiency,
"In 2021, we raised the bar with our new 992, which has been demonstrated to produce up to 32% less emissions than its 992K counterpart.",0,1,0,1,1,0,1,4,Caterpillar,rel,rel,less emissions,
"Because we are in the business of returning end-of-life components to like-new condition, we reduce waste and minimize the need for raw material, energy and water associated with producing new parts.",0,1,1,0,1,0,0,3,Caterpillar,irr,rel,reduce waste; minimize the need for raw material,
The trolley system reduces fuel burn by more than 90% while on trolley.,0,0,0,1,1,1,0,3,Caterpillar,rel,rel,reduces fuel burn,
"We also updated our D10 series dozers, which now use 4% less fuel while offering a 3% boost in productivity.",0,0,0,1,0,1,1,3,Caterpillar,rel,rel,% less fuel,
"Diversion methods can include reduction, reuse, recycling, and/or compost.",0,0,1,0,0,1,0,2,Cisco,irr,rel,diversion methods; reductions; reuse; recycling,footnote
"Alongside our Project Last Mile partners, we have used our supply chain, distribution and marketing expertise to support vaccine rollout in a number of African markets, as well as leveraging our network of cold-chain partners.",0,0,1,0,1,0,0,2,CocaCola,irr,irr,,
"the C770 Cotton Harvesters, more than a decade-long journey that started in 2009 to revolutionize cotton harvesting.",0,1,1,1,0,1,1,5,Deere,rel,irr,,
"Through this process, we identiﬁ ed Category 1 (Purchased Goods & Services) and Category 11 (Use of Sold Products) as the two categories where we have the greatest opportunity to reduce GHG emissions impact.",1,1,1,0,0,1,0,4,Deere,irr,rel,reduce GHG emissions,not highlighted but can be considered relevant?
"This allows the operator to be 10-percent more efﬁ cient, which translates into both fuel and time savings.",0,1,1,0,0,0,0,2,Deere,rel,rel,fuel and time savings,
"This resulted in overall fuel savings of 22.5M gallons from a combination of fleet renewal, operational initiatives and other factors.",0,1,0,1,1,1,1,5,Delta,rel,rel,fuel savings,
All 130 Delta 737-900ER aircraft are now equipped with split-scimitar winglets.,0,0,1,1,1,1,1,5,Delta,rel,rel,split-scimitar winglets,
Airline of 2021 by the Wall Street Journal in its annual airline scorecard rankings.,1,0,1,1,1,0,1,5,Delta,irr,irr,,
"E.g., removal of Sky Magazine and reducing the weight of Unit Load Devices (e.g., cargo pallets).",0,1,1,1,0,1,1,5,Delta,rel,rel,,relevant with the context of previous sentence
�� Aerodynamic Modifications: Permanent modifications to aircraft to improve their aerodynamic performance.,0,0,1,1,0,1,1,4,Delta,rel,rel,,
We expect much of the remaining investment in support of our goal to spend $1 billion through 2030 toward airline carbon neutrality to be focused on solutions other than offsets.,0,1,0,1,1,0,1,4,Delta,rel,rel,,highlighted but action not complete yet
We have been partnering and will continue to partner with corporate customers to scale up SAF for lower-emission air travel.,1,1,1,0,1,0,0,4,Delta,irr,rel,lower-emission air travel,
This aerodynamic enhancement improves fuel efficiency by reducing lift-induced drag.,0,1,1,1,1,0,0,4,Delta,rel,rel,,
This system could drive an estimated one million gallons in fuel savings annually at LAX alone once fully utilized.,0,1,0,1,1,0,1,4,Delta,rel,rel,,
"To effectively drive further improvement in fuel efficiency, the Carbon Council is supported by strategic working groups consisting of a handful of business units each for focused collaboration on specific initiatives.",0,1,1,0,1,1,0,4,Delta,irr,rel,improvement in fuel efficiency,not highlighted but could be relevant?
"By 2030, Delta aims to procure more than 400 million gallons of SAF annually to meet our 10% goal, which is almost 40 times the total global SAF production in 2019.",0,1,1,0,1,0,1,4,Delta,rel,rel,,
Hydrogen Fuel with Airbus – Delta and Airbus are working together to advance collective knowledge in the industry on the opportunities and challenges associated with using hydrogen fuel to power planes.,1,1,0,1,1,0,0,4,Delta,rel,rel,hydrogen fuel to power,
"2019 2020 2021 RECORDED RELEASES Annual Release Goal <90 <90 <90 Class I Recorded Releases 44 26 51 Class II Recorded Releases 49 30 40 Total Recorded Releases (Class I + Class II)* 93 56 91 Regulatory Reportable Releases 25 16 25 NOTICES OF VIOLATION Goal: Not to Exceed 3 3 3 3 Notices of Violation 2 4 1** Fines 0 0 EUR** 2,000 2019 2020 2021 HAZARDOUS WASTE Waste (Tons) 670 338 589 METRIC TONS Nitrogen Oxides (NOx) 158.5 Carbon Monoxide (CO) 59.9 Sulfur Dioxide (SO2) 14.7 Particulate Matter (PM) 29.2 Volatile Organic Compounds (VOC) 98.5 Hazardous Air Pollutants (HAPs) 41.9 REGULATED AIR EMISSIONS FROM STATIONARY SOURCES *** 2021",1,0,0,1,1,0,1,4,Delta,irr,rel,,table not highlighted as relevant but could be considered as relevant information?
"E.g., investments in flight planning software and collaboration with Air Traffic Control regarding established Required Navigation Performance (EoR).",1,0,0,1,0,1,1,4,Delta,rel,rel,,relevant with the context of previous sentence
"By reducing overall flight time, this system drives both fuel savings and can help customers reach their destination more quickly.",0,0,1,1,0,1,1,4,Delta,rel,rel,fuel savings,
We evaluate results year-over-year to track progress.,1,1,1,0,0,0,0,3,Delta,irr,irr,,
"In 2021, Delta took delivery of 52 next-gen aircraft that were, on average, 25% more fuel efficient per seat mile than retired aircraft, contributing to a fleet-wide fuel efficiency improvement of 0.8% compared to 2020.",0,1,1,0,1,0,0,3,Delta,rel,rel,fuel efficient,
"Pending approval of these goals, we are tracking improvements in fuel efficiency.",1,0,0,0,1,1,0,3,Delta,irr,rel,improvements in fuel efficiency,not higlighted but could be relevant?
�� Ground Operations: Investments in ground procedures to reduce fuel burn.,0,0,0,1,1,0,1,3,Delta,rel,rel,reduce fuel burn,
"SAF is produced through approved conversion processes, such as Fischer-Tropsch, HEFA (hydroprocessed esters and fatty acids) and co-processing.",1,1,0,0,1,0,0,3,Delta,irr,irr,,
"While our primary focus is on decarbonizing aviation and reaching net zero by 2050, Delta has also supported out-of-sector solutions for many years by purchasing carbon offsets.",1,0,1,0,0,1,0,3,Delta,irr,rel,,not higlighted but could be relevant?
1 corporate blood drive sponsor—both for the fourth year in a row.,1,0,1,0,1,0,0,3,Delta,irr,irr,,
"Rising Temperatures and Heat Waves • Substantial temperature increase • Greater demand for electricity for home cooling (or lower demand during cold months); equipment failure; stress on cooling systems and the potential to impact the aquatic systems receiving cooling water; loss of electric transmission efficiency; potential temporary shutdown of facilities such as nuclear power stations; • Stressed electric generation capacity leading to blackouts (a situation that arose in California in August 2020) or requiring investment in additional capacity, with potential implications for customer prices.",1,0,0,1,0,0,1,3,Dominion_Energy,irr,irr,,
Dominion Energy Consolidated Energy Mix (GWh) Resource Constraints Scenario Dominion Energy Consolidated Energy Mix (GWh) Advanced Dispatchable Technology Scenario,0,1,0,0,1,0,1,3,Dominion_Energy,rel,rel,,chart title
"By 2050, Dow intends to be carbon neutral (Scopes 1 + 2 + 3 plus product benefits).",0,0,0,1,1,1,1,4,Dow,rel,rel,be carbon neutral,higlighted: action not complete yet
"590 jobs created 3,280 MT materials recycled 33,700 MT CO2 emissions avoided 45,000 acres of land protected 1.66MM people positively impacted Business Impact Fund Outcomes (2018-2021) Oliver’s Village self-sustainable garden.",0,1,1,0,0,1,0,3,Dow,irr,rel,,not higlighted but could be relevant?
"As discussed below, special items represent certain charges and credits, which management believes are not indicative of Duke Energy’s ongoing performance.",1,1,1,0,1,1,0,5,Duke_Energy,irr,irr,,
"To date, drivers have used the Park & Plug network for almost 130,000 charging sessions, displacing more than 215,000 gallons of gasoline",0,1,1,1,0,1,1,5,Duke_Energy,rel,rel,used charging sessions; displacing gasoline,pattern to recognize the shift from traditional to esg method
"■ Participated in a utility roundtable at the White House, led by Edison Electric Institute (EEI) President Tom Kuhn and several top energy company leaders voicing support for clean energy tax provisions that are crafted to provide accelerated customer benefits like lower power bills and cleaner energy.",0,1,1,1,1,1,0,5,Duke_Energy,irr,rel,lower power bills; cleaner energy,not highlighted but contains relevant keywords?
"Additionally, we set an enterprisewide goal of exiting coal generation by 2035 as evidenced by the preferred scenarios of our recent integrated resource plans.",1,1,1,0,1,0,0,4,Duke_Energy,irr,rel,exiting coal generation,not highlighted: action not complete yet
"During 2021, Duke Energy awarded $224 million with resident contractors through 23 contracts, nine of which were awarded to diverse businesses.",1,0,1,1,0,1,0,4,Duke_Energy,irr,irr,,
And about 22% was from higher-carbon coal and oil.,0,1,0,1,1,0,1,4,Duke_Energy,rel,rel,,relevant with the context of previous sentence
"3 Pumped-storage hydro helps meet peak demand and, like other storage technologies, consumes more energy than it produces.",1,1,1,0,0,0,0,3,Duke_Energy,irr,rel,,footnote connected to relevant sentences
These pipeline replacements have resulted in eliminating more than 95% of the methane emissions previously attributed to cast iron and bare steel pipe infrastructure.,0,0,0,1,1,0,1,3,Duke_Energy,rel,rel,eliminating methane emissions,
This is accomplished through utilization of many of Ecolab’s innovative products and services that help customers reduce energy use.,0,1,0,1,1,0,1,4,Ecolab,rel,rel,reduce energy use,
"Data includes energy from combustion of coal, fuel oil, natural gas and liquid propane.",1,1,1,0,0,1,1,5,EliLilly,irr,irr,,not highlighted but could be relevant?
"In Indianapolis, a chiller was replaced with a new, higher e�ciency chiller.",1,1,1,0,1,0,0,4,EliLilly,irr,irr,,not highlighted but could be relevant?
"In This Section Climate Action Strategy 2030 Climate Goals and Progress to Date Recent Achievements Reducing Our Energy Use Emissions Reducing Emissions through Cleaner Energy Offsetting through Carbon Removal Projects Scope 3 Emissions and Supply Chain Engagement Climate Performance Data Climate Action Strategy To mitigate the impact of Lilly’s business operations on the environment and achieve our 2030 goals (described below), we are applying a comprehensive three-pronged approach: 1.",0,1,0,1,0,1,1,4,EliLilly,irr,irr,,table of contents containing relevant info?
"Data includes energy from purchased electricity, steam and chilled water.",1,0,1,0,1,1,0,4,EliLilly,irr,irr,,not highlighted but could be relevant?
"To track our progress, we measure and manage energy and water use, greenhouse gas (GHG) emissions and the generation of waste and wastewater throughout our manufacturing process.",0,1,1,0,0,1,0,3,EliLilly,irr,rel,measure emissions and the generation of waste,not highlighted but could be relevant?
"7/7/22, 10:29 AM Environmental | 2021 ESG Report | Eli Lilly and Company https://esg.lilly.com/environmental#tab-control-tab4 6/7 Scope 1 Not previously reported Not previously reported Not previously reported 157,000 Scope 2 Not previously reported Not previously reported Not previously reported 466,000 Scope 3 Emissions (metric tonnes CO2e) 263,000 235,000 176,000 Not yet available Total Energy Consumption (million BTUs) 6,650,000 6,400,000 6,200,000 6,100,000 Direct Energy Consumption (million BTUs) 1,730,000 1,690,000 1,700,000 1,600,000 Indirect Energy Consumption (million BTUs) 4,920,000 4,700,000 4,500,000 4,500,000 Renewable Electricity Not previously reported Not previously reported 7.0% 9.6% 100% Renewable Electricity 100% 9.6% Carbon Neutral (Market-Based Scope 1 and Scope 2) Carbon Neutral 623,000 tonnes CO2e Enhance Tracking and Reporting of Full Value-Chain Emissions (Scope 3) N/A On track Footnotes Note: Some segments do not add up to totals due to rounding.",1,0,0,1,0,0,1,3,EliLilly,irr,rel,,table
"Our site in Kinsale, Ireland replaced �xed speed pump motors with variable speed motors.",1,0,1,0,1,0,0,3,EliLilly,irr,irr,,
"• GHGs included as part of Scope 1 are carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O) and hydro fluorocarbons (HFCs).",1,0,1,0,0,1,0,3,EsteeLauder,irr,irr,,GHG Emissions Criteria considered Irrelevant?
"As our Grasberg operations transitioned from open-pit to underground mining operations, PT-FI designed and built an autonomous electric train system to move ore through underground tunnels rather than traditional, diesel- powered trucks.",0,0,1,1,1,1,1,5,FreeportMcmoran,rel,rel,transitioned; built autonomous electric train system,pattern to recognize the shift from traditional to esg method
"In Papua, at our PT-FI operations, we are also evaluating alternative fuel options including the feasibility of liquefied natural gas (LNG).",1,1,1,0,0,1,0,4,FreeportMcmoran,irr,rel,,not highlighted but could be relevant?
2020 INDIRECT ENERGY CONSUMED BY SOURCE,0,0,0,1,1,0,1,3,FreeportMcmoran,rel,irr,,
"Under this scenario, the global economy would maintain business as usual without constraining GHG emissions anticipating the global temperature increases by the year 2100 to around 4.0°C.",1,0,0,0,0,1,0,2,FreeportMcmoran,irr,irr,,
Scope 3 (Value Chain Emissions) • Strengthened on-farm sustainability.,1,0,1,1,1,0,1,5,Hershey,rel,rel,,relevant with sentences that come before and after
• Reduced land use change through 100% independently verified cocoa sourcing.,0,0,1,1,1,0,1,4,Hershey,rel,rel,reduced land use,
Be Real The Pathways Project was born from listening sessions.,1,0,1,0,1,1,0,4,Hershey,irr,irr,,
The Home Depot provided over 3.4 million pounds of shredded paper for recycling in 2020.,1,1,0,1,1,0,1,5,HomeDepot,rel,rel,for recycling,
"We did that by installing LED lighting, efficiency-driving building automation systems, updated air-conditioning and heating systems and more.",0,1,0,1,1,0,1,4,HomeDepot,rel,rel,efficiency-driving,not highlighted but could be relevant?
The overhaul was a big driver of our more than 14% drop in U.S. store electricity use in 2020.,1,0,1,1,0,1,0,4,HomeDepot,irr,rel,drop electricity use,
"Ultimately, this increases HVAC efficiency and is expected to save energy usage by 5% while improving user comfort.",0,1,1,1,1,0,1,5,Honeywell,rel,rel,increases HVAC efficiency; save energy usage,
"62 2021 Health for Humanity Report Environmental Health | Climate Change Capital expenditure for energy efficiency: Energy efficiency programs at our most energy-intensive manufacturing and R&D sites are allocated up to $40 million per year in capital relief through our CO2 Capital Relief Program, for energy projects that demonstrate potential CO2 savings and a financial return of at least 15%.",0,1,1,1,1,0,1,5,johnsonandjohnson,irr,rel,,not highlighted but could be relevant?
"As part of our ongoing efforts to leverage data science across our operations, in 2021, we automated a manual freight load planning process to produce a 3D loading plan that optimizes space utilization of shipping containers, resulting in lower GHG emissions from shipping, a faster loading process and cost savings.",0,0,1,1,0,1,0,3,johnsonandjohnson,rel,rel,lower GHG emissions,
"In October 2021, Johnson & Johnson Impact Ventures announced a $50 million investment from the Johnson & Johnson Foundation to be allocated to innovative financing for health impact entrepreneurs to improve healthcare in communities around the world.",0,1,1,0,1,0,0,3,johnsonandjohnson,irr,irr,,
"The impact on reputation is also assessed separately: In approximately 92 percent of projects, volunteers reported that community engagement projects were likely to increase awareness of Linde.",0,1,1,0,1,1,1,5,Linde,irr,irr,,
The scope is all Linde operations within our GHG reporting boundary.,0,0,1,1,1,0,1,4,Linde,rel,irr,,
All JVs are reporting their electricity and other fuel consumption into Linde's environmental reporting system.,1,1,1,0,0,1,0,4,Linde,irr,irr,,extraction issue (portion of the sentence highlighted when it shouldn't be)
SMRs will continue to be used for most large-scale hydrogen production.,0,1,0,0,1,0,0,2,Linde,rel,irr,,extraction issue (portion of the sentence highlighted when it shouldn't be)
This Go Green gated capital cycle is a centerpiece of our energy,0,1,1,0,1,0,0,3,Lockheed,rel,irr,,extraction issue (portion of the sentence highlighted when it shouldn't be)
"The two programs alone included more than 8 million people, with City Key adding 55 initiatives totaling $1.5 billion in 2021, up from $149 million in 2020.",1,1,0,1,0,1,0,4,Mastercard,irr,irr,,
"Our restoration projects will not utilize invasive species, nor any species destined for timber harvest, and will employ only ecologically and socially appropriate restoration methods, as determined by each individual project and location.",1,1,0,0,1,0,0,3,Mastercard,irr,irr,,
"Since January 2019, using insights, innovations and investments, the program has reached more than 9 million clients through its 30 fintech and nine FSP partners, including more than 2 million MSMEs that are actively using digital tools.",0,0,1,0,0,1,0,2,Mastercard,irr,irr,,
"We pledged to put McDonald’s on the path to net zero emissions by 2050,",0,1,1,0,1,0,0,3,McDonalds,rel,rel,,highlighted: but action not complete yet
VOC emissions decreased from 2019 to 2020 due to variations in production and because of continuous data collection improvements with the adoption of more accurate emission-tracking methods.,0,0,1,1,1,0,1,4,Merck,rel,rel,VOC emissions decreased,
servers for 48 consecutive hours.,0,1,1,1,0,1,1,5,Microsoft,rel,rel,,relevant with sentences that come before and after
"Since announcing this target, we have spent the last",0,1,1,1,0,1,1,5,Microsoft,rel,irr,,extraction issue (portion of the sentence highlighted when it shouldn't be)
"Since making this commitment in April 2020, we identified two leading land protection organizations, the National Fish and Wildlife Foundation (NFWF) within the United States and The Nature Conservancy (TNC) globally, to partner with to achieve our commitment to protect more land than we use.",1,1,1,0,1,1,0,5,Microsoft,irr,irr,,
"Similarly in Japan, a new reusable cup initiative launched in July 2020 has completely phased out disposable cups and is estimated to potentially save 960,000 paper cups annually.",1,0,0,1,1,1,1,5,Microsoft,irr,rel,reusable cup initiative,
"We are changing the way we build and operate facilities, using all-electric efficient system designs like the use of geothermal energy and thermal energy recovery, and improving the efficiency of our cloud.",0,0,1,1,1,0,1,4,Microsoft,rel,rel,all-electric efficient,
"This successful pilot provided a proof of concept for supporting We are committed to fully electrifying our global campus operations vehicle fleet of over 1,800 vehicles by 2030.",0,0,0,1,1,1,1,4,Microsoft,rel,rel,fully electrifying,highlighted: but action not complete yet
LinkedIn is using low-carbon and carbon-sequestering concrete mixes for our new Silicon Valley headquarters and is now using these materials in our LinkedIn Dublin campus.,0,1,0,1,1,0,1,4,Microsoft,rel,rel,low-carbon; carbon-sequestering,
"It had engaged with more than 500 companies and government institutions, 22,700 schools, 5,000 informal sector aggregators, and 800 repair shops as of December 2020 and was able to collect and send about 12,000 metric tons of e-waste for responsible recycling.",1,0,1,0,1,1,0,4,Microsoft,irr,rel,responsible recylcling,not highlighted but could be relevant?
